S1,mu1,bonus,YetiBarrier,YetiCoupon,PhoenixBarrier,PhoenixCoupon,PDIBarrier,PDIGearing,PDIStrike,PDIType,maturity,nbDates,price,vol-date0-strike0,vol-date0-strike1,vol-date0-strike2,vol-date0-strike3,vol-date0-strike4,vol-date0-strike5,vol-date0-strike6,vol-date0-strike7,vol-date0-strike8,vol-date0-strike9,vol-date0-strike10,vol-date0-strike11,vol-date0-strike12,vol-date0-strike13,vol-date0-strike14,vol-date1-strike0,vol-date1-strike1,vol-date1-strike2,vol-date1-strike3,vol-date1-strike4,vol-date1-strike5,vol-date1-strike6,vol-date1-strike7,vol-date1-strike8,vol-date1-strike9,vol-date1-strike10,vol-date1-strike11,vol-date1-strike12,vol-date1-strike13,vol-date1-strike14,vol-date2-strike0,vol-date2-strike1,vol-date2-strike2,vol-date2-strike3,vol-date2-strike4,vol-date2-strike5,vol-date2-strike6,vol-date2-strike7,vol-date2-strike8,vol-date2-strike9,vol-date2-strike10,vol-date2-strike11,vol-date2-strike12,vol-date2-strike13,vol-date2-strike14,vol-date3-strike0,vol-date3-strike1,vol-date3-strike2,vol-date3-strike3,vol-date3-strike4,vol-date3-strike5,vol-date3-strike6,vol-date3-strike7,vol-date3-strike8,vol-date3-strike9,vol-date3-strike10,vol-date3-strike11,vol-date3-strike12,vol-date3-strike13,vol-date3-strike14,vol-date4-strike0,vol-date4-strike1,vol-date4-strike2,vol-date4-strike3,vol-date4-strike4,vol-date4-strike5,vol-date4-strike6,vol-date4-strike7,vol-date4-strike8,vol-date4-strike9,vol-date4-strike10,vol-date4-strike11,vol-date4-strike12,vol-date4-strike13,vol-date4-strike14,vol-date5-strike0,vol-date5-strike1,vol-date5-strike2,vol-date5-strike3,vol-date5-strike4,vol-date5-strike5,vol-date5-strike6,vol-date5-strike7,vol-date5-strike8,vol-date5-strike9,vol-date5-strike10,vol-date5-strike11,vol-date5-strike12,vol-date5-strike13,vol-date5-strike14,vol-date6-strike0,vol-date6-strike1,vol-date6-strike2,vol-date6-strike3,vol-date6-strike4,vol-date6-strike5,vol-date6-strike6,vol-date6-strike7,vol-date6-strike8,vol-date6-strike9,vol-date6-strike10,vol-date6-strike11,vol-date6-strike12,vol-date6-strike13,vol-date6-strike14,vol-date7-strike0,vol-date7-strike1,vol-date7-strike2,vol-date7-strike3,vol-date7-strike4,vol-date7-strike5,vol-date7-strike6,vol-date7-strike7,vol-date7-strike8,vol-date7-strike9,vol-date7-strike10,vol-date7-strike11,vol-date7-strike12,vol-date7-strike13,vol-date7-strike14,vol-date8-strike0,vol-date8-strike1,vol-date8-strike2,vol-date8-strike3,vol-date8-strike4,vol-date8-strike5,vol-date8-strike6,vol-date8-strike7,vol-date8-strike8,vol-date8-strike9,vol-date8-strike10,vol-date8-strike11,vol-date8-strike12,vol-date8-strike13,vol-date8-strike14,vol-date9-strike0,vol-date9-strike1,vol-date9-strike2,vol-date9-strike3,vol-date9-strike4,vol-date9-strike5,vol-date9-strike6,vol-date9-strike7,vol-date9-strike8,vol-date9-strike9,vol-date9-strike10,vol-date9-strike11,vol-date9-strike12,vol-date9-strike13,vol-date9-strike14,vol-date10-strike0,vol-date10-strike1,vol-date10-strike2,vol-date10-strike3,vol-date10-strike4,vol-date10-strike5,vol-date10-strike6,vol-date10-strike7,vol-date10-strike8,vol-date10-strike9,vol-date10-strike10,vol-date10-strike11,vol-date10-strike12,vol-date10-strike13,vol-date10-strike14,vol-date11-strike0,vol-date11-strike1,vol-date11-strike2,vol-date11-strike3,vol-date11-strike4,vol-date11-strike5,vol-date11-strike6,vol-date11-strike7,vol-date11-strike8,vol-date11-strike9,vol-date11-strike10,vol-date11-strike11,vol-date11-strike12,vol-date11-strike13,vol-date11-strike14
99.25391118,0.029014443,2.743432214,93.70221925,1.956064607,96.42631178,0.899035437,66.45951459,1.661662023,101.6557747,1,6.14688183,12,7.095048775,0.644908379,0.461033132,0.289077848,0.283860624,0.239927711,0.193001511,0.177603429,0.153610993,0.140587748,0.198832093,0.15562047,0.146707897,0.200215201,0.166978043,0.245317849,0.653860535,0.521479643,0.34339203,0.259409608,0.276664584,0.239350143,0.208594302,0.163568205,0.18419619,0.114743755,0.159042554,0.141562325,0.175702655,0.165302638,0.262686559,0.598745077,0.493842527,0.361772565,0.245937795,0.29903376,0.194545669,0.199936267,0.209119122,0.183715455,0.175773502,0.11754496,0.139644176,0.162536777,0.179896688,0.226069258,0.64079932,0.507626291,0.38583463,0.312379568,0.226174866,0.273524204,0.265972415,0.173519899,0.127891084,0.128361359,0.108855416,0.194501589,0.120499099,0.171163581,0.303412156,0.655483176,0.493898959,0.303285738,0.266292353,0.276380507,0.279982442,0.202039533,0.176764347,0.207524957,0.200995594,0.102822502,0.163533093,0.131293295,0.191864853,0.273374332,0.665721556,0.500133894,0.330286355,0.266980983,0.244159164,0.202857644,0.205864653,0.180560901,0.154297319,0.147863158,0.170783566,0.115760944,0.136678497,0.169853485,0.259156518,0.636632544,0.46410684,0.302281608,0.332735813,0.220415991,0.287616241,0.227690144,0.233409359,0.126263513,0.117922362,0.150015765,0.161645951,0.169485097,0.170009855,0.223910393,0.682852287,0.453933731,0.345740662,0.330983263,0.28858073,0.264703594,0.174867342,0.157198359,0.223022435,0.168111804,0.125799604,0.137427625,0.139729366,0.243039983,0.234429843,0.63837781,0.513302867,0.376854997,0.331233408,0.27185088,0.232152061,0.246451268,0.204352867,0.181490303,0.109509521,0.188186177,0.128593196,0.138645907,0.22186469,0.255698185,0.635489474,0.472844844,0.372776333,0.318019963,0.294136951,0.206003309,0.192586241,0.189886804,0.139160552,0.194240257,0.170346499,0.172692089,0.147533527,0.208965776,0.243929658,0.625247735,0.465643304,0.311492165,0.242793148,0.29045913,0.255470759,0.209185899,0.15331539,0.175331281,0.129217333,0.191508809,0.172312044,0.10344701,0.146856258,0.288063721,0.614594413,0.480416205,0.30959252,0.302122234,0.219319144,0.21368079,0.22038294,0.217228563,0.188849133,0.181785971,0.143849078,0.101180434,0.187888787,0.159022865,0.306230612
105.3667533,0.004045091,0.323896586,109.7705329,1.952845591,82.17087307,1.306599782,58.83936508,-2.586490631,85.40910302,1,5.645396392,12,1.215717712,0.823998026,0.5772635,0.396331504,0.269955385,0.257992351,0.245373622,0.205668459,0.193218403,0.203356074,0.163851869,0.124957753,0.087719762,0.118509283,0.159825901,0.325217509,0.788676086,0.593188007,0.348924392,0.314728273,0.275302711,0.206452213,0.244912086,0.241087957,0.215230549,0.153408765,0.080070423,0.161972996,0.169173175,0.16481982,0.265450952,0.732455891,0.528660162,0.416789912,0.337393819,0.323756445,0.209214828,0.240149562,0.243536558,0.170965185,0.095861978,0.171804586,0.159010845,0.140783187,0.221226965,0.304028182,0.755839012,0.550361194,0.424615755,0.281491359,0.290332637,0.240089887,0.194883929,0.205435742,0.193071879,0.103952189,0.089649638,0.115575737,0.16827405,0.226048763,0.243135503,0.819322263,0.571885784,0.360327136,0.339589043,0.249252733,0.281649621,0.25851504,0.238032412,0.164599392,0.112257589,0.129200269,0.129998961,0.118485465,0.213999273,0.296996744,0.731684172,0.525839205,0.415172687,0.280153086,0.297240756,0.224353881,0.212509871,0.166549943,0.144038445,0.176732913,0.112864725,0.152692749,0.173569053,0.179941103,0.319726576,0.795846106,0.505295208,0.345834613,0.308577962,0.295755167,0.243383057,0.209782411,0.23545808,0.17949081,0.114186904,0.13636224,0.121801418,0.17708029,0.205396494,0.276217492,0.736804157,0.579682294,0.351561616,0.29676531,0.284564917,0.27478892,0.237077612,0.16767882,0.158422879,0.175392833,0.163761478,0.078375667,0.086850699,0.174332875,0.304307575,0.818534961,0.59136586,0.346455486,0.29439406,0.282622334,0.23289701,0.229915283,0.244790394,0.15943154,0.125849139,0.118838495,0.134682364,0.157178527,0.166335349,0.243515445,0.769355749,0.591503071,0.337012327,0.345636088,0.293148297,0.205076163,0.225361772,0.186153107,0.162969055,0.105214059,0.094991159,0.076169511,0.161281265,0.231517079,0.263303843,0.729803862,0.569928633,0.36167636,0.343641185,0.251340875,0.297579495,0.191770669,0.154139295,0.118841808,0.133630922,0.137563852,0.082430714,0.155608864,0.153591779,0.317999393,0.778347627,0.586987106,0.407129171,0.332940749,0.305381487,0.277302374,0.272113339,0.156613307,0.200702001,0.156416372,0.114412506,0.07847546,0.133806369,0.180621472,0.255975349
90.38749486,0.020734132,-0.380839139,102.2897676,1.19080449,81.07442191,1.372298364,69.31412776,2.484876425,98.39674384,1,2.586812061,12,3.14858421,1.188780042,0.845134624,0.557260664,0.431434723,0.372327776,0.33016366,0.238180743,0.180387271,0.125361092,0.067136175,0.128678472,0.045058975,0.121554351,0.134123116,0.382851419,1.235462125,0.842143407,0.491164288,0.389152599,0.3579846,0.28285323,0.304569525,0.210763592,0.114223882,0.151513964,0.127351389,0.119608203,0.084748806,0.175428494,0.36151341,1.188172352,0.82930972,0.488033942,0.406607006,0.336890056,0.343960856,0.279433662,0.237804328,0.110576625,0.099083928,0.104907426,0.038080331,0.105981195,0.147567911,0.352916994,1.231110456,0.879048458,0.495212198,0.413475721,0.328395678,0.290094445,0.292804459,0.258694987,0.169018255,0.116874522,0.112617809,0.081117086,0.055578395,0.223775476,0.34505217,1.180527696,0.87657767,0.51394691,0.37469231,0.34378621,0.309818135,0.239379604,0.252412213,0.198994382,0.064891724,0.11645351,0.12102007,0.12060335,0.144050126,0.304942834,1.261785392,0.800456128,0.524322036,0.42786327,0.327243599,0.297078432,0.219171509,0.239982588,0.123123079,0.132464381,0.118756868,0.111590778,0.080281785,0.157768503,0.363942236,1.261944872,0.808469595,0.563862089,0.399535908,0.322242926,0.348373328,0.249331089,0.21278734,0.188501652,0.10856901,0.051188602,0.128867382,0.130806828,0.188861989,0.331740298,1.226281643,0.793735324,0.57314325,0.360536348,0.320659591,0.302963234,0.239113893,0.243280678,0.196430945,0.155788682,0.113503619,0.054386843,0.135693022,0.163381912,0.31584535,1.229386992,0.824978904,0.53351099,0.380682175,0.388037575,0.31179229,0.257452022,0.191906049,0.112296605,0.104373043,0.05941347,0.062568249,0.062895964,0.182837543,0.393425769,1.258571276,0.787563365,0.521852907,0.422929392,0.362630076,0.295217236,0.279914026,0.244041827,0.153954927,0.075040317,0.090035344,0.078545337,0.120852516,0.194854501,0.385956536,1.245984158,0.853130034,0.527021392,0.446227709,0.344980988,0.323227082,0.267135976,0.228939569,0.160729075,0.150626656,0.055763101,0.047222705,0.053791754,0.204288407,0.350859789,1.22896044,0.808814581,0.499981694,0.381187979,0.317149327,0.273039764,0.297624073,0.177147429,0.164121322,0.109216879,0.061266198,0.091698674,0.050541757,0.176706295,0.329314063
107.1959805,0.019031459,0.719223319,108.2124647,0.548746649,82.38300108,1.785102933,44.65546345,2.649551687,117.5163588,1,5.781439413,12,3.537501561,1.076692371,0.736599765,0.533294471,0.369872307,0.319617406,0.335121766,0.250653299,0.231758158,0.131199443,0.080442096,0.037239676,0.059220747,0.127200462,0.193081567,0.345544343,1.160313474,0.812779471,0.519206346,0.42890286,0.336182995,0.264901129,0.208590649,0.253802415,0.119038298,0.084233079,0.049029964,0.100988685,0.134304148,0.156459294,0.312169776,1.105010016,0.768831933,0.500219856,0.413525235,0.361127152,0.312665063,0.232086864,0.20653937,0.156840431,0.068117195,0.127603614,0.087428992,0.111574083,0.124780171,0.309296603,1.165976492,0.787226895,0.484209377,0.343740386,0.356933477,0.302022108,0.25220234,0.220563462,0.119741176,0.13864854,0.066202051,0.117707822,0.102514644,0.192580693,0.341330014,1.157348345,0.750726072,0.448026838,0.384805275,0.32064818,0.276919055,0.273793667,0.208901704,0.190824886,0.092465571,0.11270057,0.069486841,0.096203679,0.206549698,0.283717015,1.103978514,0.804079254,0.523338352,0.399204271,0.364165896,0.319803604,0.259377641,0.190414427,0.118888426,0.092887724,0.097679509,0.049657312,0.084472264,0.140845667,0.348802157,1.093373667,0.785361405,0.476662859,0.359190892,0.289121385,0.248368377,0.28997423,0.161349274,0.112933555,0.061301388,0.094130674,0.064823864,0.088064781,0.193896044,0.340774653,1.164741325,0.819119136,0.48361188,0.422587996,0.306502799,0.302700321,0.278446627,0.223975852,0.119417468,0.14917056,0.104377435,0.055670006,0.089400245,0.168354714,0.285480409,1.161014732,0.790183783,0.515438105,0.410401131,0.303067624,0.320437284,0.219841988,0.174500366,0.170792665,0.112134513,0.101027343,0.101704488,0.125154946,0.160683675,0.312371786,1.100977396,0.742735202,0.537847129,0.390294263,0.287665938,0.265685966,0.295191,0.230453352,0.164502691,0.127608703,0.066797149,0.097536747,0.094636608,0.160264578,0.271362498,1.165223973,0.769361179,0.504677223,0.356096686,0.355941025,0.302828174,0.23620492,0.250678105,0.163315592,0.119135198,0.096378049,0.046834615,0.120016643,0.182215254,0.364233912,1.158746149,0.74732963,0.488051596,0.411967291,0.34142776,0.257385821,0.226327244,0.200770452,0.12722325,0.08389763,0.093303193,0.038479543,0.048976962,0.187079313,0.29752799
107.7162006,0.0155591,2.598928699,100.3172829,1.38996489,81.07120767,1.169520084,73.49664142,-2.561173503,117.4000004,1,3.505604469,12,1.290604378,1.064280903,0.720282788,0.436914791,0.358036013,0.289187563,0.23711136,0.221921769,0.164291857,0.197458286,0.14497799,0.101215596,0.108774605,0.051496831,0.146006311,0.321735583,1.03841861,0.735456749,0.517469947,0.411002188,0.288420275,0.311411888,0.20370804,0.188716601,0.18403929,0.146152329,0.045641797,0.046365686,0.120636997,0.178235172,0.332136824,1.070795947,0.782918618,0.517122709,0.366083026,0.284877779,0.241727899,0.283086446,0.19907014,0.13405216,0.154459634,0.049568719,0.045378271,0.075342998,0.156531148,0.299979042,1.125297913,0.7687913,0.501356928,0.391886323,0.340482528,0.278528016,0.21407167,0.236531238,0.11070495,0.114024204,0.053599914,0.071515239,0.084505014,0.141556095,0.269350096,1.04362083,0.743929691,0.479880794,0.322716522,0.351735491,0.311836453,0.204547783,0.235224511,0.156814891,0.105730844,0.126712598,0.11239545,0.058914495,0.202706759,0.255719648,1.044057708,0.767414682,0.518685447,0.323400917,0.359097855,0.255711714,0.23465365,0.202269766,0.114476752,0.104698232,0.080113962,0.049836841,0.047148766,0.166406156,0.260811301,1.083174808,0.786148389,0.435822425,0.411228207,0.300628794,0.294478105,0.221124289,0.240387133,0.185984222,0.061426321,0.112189932,0.034303265,0.119441615,0.126651464,0.344598627,1.068800841,0.787065131,0.492816857,0.382799892,0.323443075,0.317019545,0.238922327,0.211553236,0.159185312,0.074916137,0.106335482,0.063753067,0.119850994,0.190514483,0.26423,1.093869284,0.791354827,0.529382259,0.373091068,0.329015145,0.285573288,0.271145412,0.216238925,0.187624858,0.111029521,0.061041798,0.081376773,0.129945934,0.175086648,0.293599691,1.122136099,0.793884592,0.447827144,0.361484147,0.374369213,0.303267253,0.215270601,0.228254356,0.147585481,0.147367277,0.073418529,0.092272989,0.132329628,0.14413606,0.341858289,1.04621006,0.710843636,0.483237864,0.336215983,0.360679252,0.299138223,0.200152163,0.236205172,0.146324127,0.071579404,0.071696671,0.037279606,0.046980098,0.174118724,0.348043842,1.120007275,0.736206506,0.490499843,0.325126683,0.322792433,0.238248559,0.201910536,0.219793567,0.199556084,0.137448159,0.062135602,0.070646601,0.079730988,0.183648584,0.331525742
103.3197351,0.004236251,1.08264027,92.47998146,1.525780868,80.4413302,1.982550757,73.47031477,2.593096755,88.18388632,1,1.444070506,12,2.074731209,1.018843828,0.770908939,0.443943494,0.4045137,0.301839494,0.293905404,0.21634915,0.178224565,0.129954192,0.125068097,0.104143986,0.107780327,0.05299712,0.158711513,0.350359123,1.062783031,0.701205793,0.464921359,0.31246036,0.345714986,0.262660777,0.188031376,0.227842106,0.175563235,0.057226038,0.121015161,0.121631103,0.110025344,0.174475611,0.356335554,1.090377555,0.700503018,0.497946589,0.374089186,0.281508912,0.274381637,0.185291034,0.220530958,0.140716531,0.072703486,0.126101982,0.085260435,0.054975843,0.17202571,0.283625046,1.030088595,0.709007421,0.422669277,0.395157571,0.294872972,0.268843312,0.2162931,0.169420284,0.123825264,0.099748444,0.116428192,0.036161296,0.132577556,0.154186548,0.259868242,1.004231462,0.763526437,0.512633152,0.339430766,0.358503011,0.260647789,0.259154125,0.245555856,0.161525542,0.142233761,0.078846463,0.105628976,0.062561024,0.192346271,0.271041237,1.068814142,0.745659577,0.482465297,0.312340991,0.358143147,0.31986386,0.248793768,0.18391918,0.148370148,0.070172898,0.083819364,0.033868107,0.047559251,0.171037803,0.325129893,1.093449989,0.707905926,0.473286769,0.402195749,0.285842215,0.314969236,0.227575002,0.235113715,0.107160296,0.077518279,0.128408171,0.091330949,0.046902193,0.16297942,0.291858419,1.084256557,0.763793303,0.41506624,0.314095742,0.349083266,0.280888753,0.189789958,0.211216867,0.123715803,0.077498041,0.089024199,0.091007933,0.075960307,0.12891893,0.351880856,1.062875367,0.695051589,0.426444507,0.379674634,0.333831135,0.294808688,0.264681978,0.193486397,0.188388241,0.068408904,0.072584876,0.117357853,0.101194352,0.167509105,0.315661005,1.089391646,0.674678346,0.512627587,0.32423555,0.291008397,0.287538978,0.242153088,0.195937686,0.180736803,0.148851576,0.066918544,0.095651421,0.102805646,0.140458395,0.289628364,1.079714193,0.69173291,0.502276386,0.381398046,0.354681394,0.26896338,0.253780132,0.22996932,0.123352003,0.067424853,0.105282884,0.084420771,0.096019915,0.172980077,0.32091769,1.07394882,0.673603781,0.481583243,0.353343211,0.328136881,0.2601376,0.209657763,0.247924676,0.112910745,0.092031494,0.087844103,0.039220786,0.101923332,0.202928735,0.342424502
107.4934463,0.015741659,-1.833095025,93.7255202,0.810576516,88.87983951,1.480971963,65.50348407,2.645631225,110.2953341,1,4.110953207,12,2.165150187,1.192426547,0.810464042,0.52399497,0.384330312,0.330426563,0.26750015,0.251939673,0.180023662,0.159536363,0.110582694,0.123748791,0.11170901,0.085303503,0.1321599,0.382619926,1.227147527,0.869698781,0.497225659,0.408761083,0.359003397,0.324261629,0.266358366,0.255081486,0.118566855,0.104414994,0.04456792,0.032845336,0.12296696,0.156704738,0.38087694,1.228101689,0.837032272,0.547449203,0.419651804,0.334207316,0.340116228,0.267038205,0.227762051,0.185668216,0.082234826,0.078418242,0.096775968,0.111929521,0.181390638,0.286747545,1.214132768,0.864349748,0.50313249,0.388470965,0.36410688,0.288142566,0.311439026,0.201768002,0.152967981,0.161316229,0.136866059,0.036174851,0.076485028,0.218273878,0.32365668,1.17823388,0.840655517,0.517587086,0.455569738,0.389910789,0.283366467,0.268421722,0.258955552,0.19320289,0.151511486,0.100336186,0.059921977,0.141782922,0.169745127,0.286604822,1.272550446,0.802866249,0.536175578,0.440290376,0.356491745,0.260153348,0.219757688,0.200495996,0.119813492,0.138395629,0.07502078,0.119045959,0.061834948,0.223564865,0.293901306,1.215699936,0.799434595,0.537260568,0.444629679,0.35299228,0.27336852,0.231251964,0.253504753,0.171054985,0.153885226,0.067096399,0.127660072,0.045381946,0.185473703,0.328370303,1.190698965,0.819987245,0.490173608,0.427664545,0.317261833,0.268316177,0.28729223,0.198543734,0.139956236,0.087350992,0.11950413,0.111493795,0.098368826,0.150431155,0.304929702,1.214387348,0.862099548,0.57350029,0.393016907,0.323927079,0.316379978,0.235933466,0.177677441,0.149151282,0.148880084,0.087636079,0.045618214,0.137285676,0.201305413,0.303168745,1.209538119,0.88780518,0.544936227,0.365361824,0.400314098,0.343594262,0.246288269,0.192410954,0.151106175,0.124817447,0.12057666,0.085990826,0.139209693,0.181556446,0.354872558,1.222191374,0.878222593,0.496308037,0.3938986,0.35680952,0.314964149,0.306921127,0.180534892,0.175143945,0.066133323,0.134423689,0.034804432,0.121957681,0.203230724,0.346775747,1.175886895,0.868592189,0.584819428,0.443319541,0.339001336,0.273838075,0.266368545,0.267883635,0.180511644,0.083816414,0.1013967,0.114008445,0.124145234,0.205195659,0.348764743
104.9342747,0.014430809,0.982658007,92.83586697,1.306891923,87.15236606,1.642966224,67.26284932,1.792355306,86.21186216,1,1.878133139,12,2.034006653,1.113731219,0.704108797,0.488820847,0.362299262,0.355091866,0.260216741,0.218464591,0.207343758,0.155804108,0.070557318,0.071189404,0.065765406,0.130920705,0.207776982,0.344319421,1.115504611,0.766971108,0.452933689,0.402157569,0.345670879,0.292493949,0.199507846,0.238743742,0.173817234,0.145815763,0.058940972,0.068100348,0.107554849,0.174143185,0.324478127,1.066155637,0.765296758,0.518126095,0.383371684,0.313265858,0.329925879,0.275522431,0.186597722,0.18931976,0.144980153,0.079993352,0.11562324,0.051940067,0.15724138,0.291679057,1.089579175,0.793645035,0.453084061,0.326954776,0.302581053,0.257617758,0.223702976,0.180900382,0.101624144,0.111713654,0.106178779,0.032545059,0.10916495,0.180048003,0.261348564,1.119778325,0.783049864,0.505614301,0.339880555,0.335857594,0.296429843,0.276087664,0.157857324,0.176421562,0.152910771,0.061707076,0.03337268,0.04637903,0.190995905,0.267058968,1.064530612,0.785840586,0.507208675,0.410384183,0.286435121,0.283195503,0.215116006,0.213605477,0.164817062,0.10082276,0.03638612,0.10361548,0.09922719,0.131119483,0.299292329,1.075661314,0.775970383,0.444059443,0.340045802,0.283169131,0.261106298,0.272214491,0.225135747,0.139292737,0.079581272,0.055300221,0.036313696,0.139779328,0.122942629,0.284058651,1.095558455,0.727308353,0.475998088,0.378810009,0.374081545,0.274320803,0.257949717,0.165055586,0.193168504,0.158382889,0.127041554,0.044176731,0.124627332,0.201726705,0.341397772,1.058346261,0.759691943,0.528969095,0.350757773,0.30683327,0.232388597,0.249928024,0.251703096,0.191096787,0.07961247,0.111122867,0.085138754,0.065466326,0.171780066,0.333314786,1.124695989,0.75526439,0.514817053,0.415725259,0.338032072,0.257792659,0.242152822,0.221384764,0.148699379,0.061319927,0.038291618,0.092763391,0.120852858,0.119661759,0.268601066,1.093375868,0.737119874,0.440981181,0.332476035,0.294881781,0.26183807,0.228591682,0.184879705,0.186766486,0.104650421,0.129046937,0.042984699,0.061511495,0.114776356,0.301438239,1.105415697,0.730720539,0.447349685,0.327819472,0.301644851,0.317916572,0.234721318,0.251331305,0.115939233,0.063111172,0.105901476,0.106854993,0.083160914,0.172534257,0.296686101
103.6451433,0.009345482,0.538283566,101.117785,1.91897741,90.17174426,0.596216983,78.50111264,-2.88364622,110.3978276,1,6.130980388,12,1.163856369,0.596217804,0.381527524,0.243496278,0.267111204,0.21249212,0.167146734,0.169804086,0.155433487,0.173979836,0.092789815,0.118606278,0.054332677,0.106420899,0.165075689,0.165017726,0.509885844,0.423772688,0.322009262,0.183628986,0.173207101,0.200615279,0.152472729,0.190703156,0.085442894,0.076959885,0.115556623,0.096369324,0.149337655,0.095007979,0.234571589,0.561193399,0.410174078,0.325316274,0.200741138,0.192588761,0.220932676,0.136930425,0.170035295,0.129229061,0.071068105,0.059277096,0.089711328,0.114238725,0.134422981,0.197328338,0.52445097,0.404968634,0.239940969,0.21619339,0.226464627,0.198893397,0.191272212,0.18846892,0.118739052,0.126296701,0.06246253,0.085053129,0.129929765,0.162922647,0.164653406,0.512493676,0.372790583,0.303461904,0.260302622,0.173670495,0.216018325,0.182682159,0.188870395,0.154958015,0.121835475,0.12978345,0.141284036,0.064374079,0.105641559,0.252551214,0.579018127,0.369363398,0.315879007,0.242840064,0.229543831,0.174529882,0.135542989,0.172566948,0.121812179,0.10938885,0.102924732,0.101020436,0.148103327,0.175275355,0.162765743,0.564619683,0.388532531,0.27447189,0.201816597,0.211135229,0.234244468,0.205254143,0.112700508,0.15488582,0.093263012,0.151166193,0.06833122,0.116166155,0.152717844,0.218631181,0.573832244,0.432472837,0.252999275,0.204168694,0.182084603,0.139281095,0.163820485,0.117463888,0.08246213,0.143483421,0.057796066,0.133395122,0.110066819,0.162642816,0.203407779,0.539840398,0.44194094,0.230671082,0.222922852,0.192608722,0.184004769,0.148596862,0.189003658,0.104627438,0.062565679,0.078790171,0.133373081,0.069556068,0.181283128,0.233096614,0.512231519,0.37548073,0.288906697,0.185609967,0.200295411,0.159999458,0.169317364,0.131719262,0.135084778,0.127068367,0.100951938,0.093793275,0.085172445,0.094304156,0.17163078,0.573741013,0.447720147,0.318676456,0.223425132,0.236589848,0.161681881,0.204683669,0.182936608,0.164005621,0.088358573,0.135099616,0.104055454,0.13118284,0.173440413,0.259220034,0.532557368,0.403122548,0.234671421,0.271761787,0.228166503,0.149803252,0.188060452,0.154154989,0.148275726,0.10406655,0.147298179,0.123803938,0.135829888,0.190816883,0.228739219
109.6623349,0.006830249,1.05539447,96.98586161,1.9535824,81.58149974,0.936389144,76.56124753,1.578772276,116.4027682,1,6.697136978,12,1.993253793,0.78278247,0.56719595,0.386072804,0.229404974,0.197930762,0.258226597,0.154372535,0.141645925,0.167243522,0.104564089,0.075618348,0.118734629,0.092463062,0.179343803,0.244122364,0.735252212,0.568215415,0.300193206,0.246317748,0.26568007,0.261895634,0.21320288,0.168626568,0.118938619,0.142599856,0.05310757,0.079784351,0.12448995,0.168716754,0.260293429,0.727906546,0.536903471,0.311608794,0.298402773,0.215474043,0.188456045,0.168821883,0.153119181,0.167980497,0.098977745,0.074422477,0.061806174,0.092416461,0.090089975,0.255327805,0.709652917,0.495723586,0.361539216,0.285011986,0.235769418,0.26188051,0.197139665,0.206404005,0.080292282,0.103925427,0.054366739,0.051093974,0.116826059,0.138371662,0.215529977,0.746439159,0.508859694,0.366055858,0.237483183,0.247735004,0.17403189,0.231211763,0.208504524,0.168464815,0.070565652,0.095443424,0.064711635,0.087166252,0.151139435,0.237368861,0.708171325,0.510513324,0.386582153,0.30498461,0.262677673,0.176254204,0.193805001,0.175671137,0.166141321,0.13832036,0.103003836,0.063121676,0.075163775,0.153820866,0.265732799,0.733839053,0.545632837,0.367469545,0.245291351,0.238760954,0.205666976,0.203757407,0.183216612,0.099947962,0.069388934,0.116124207,0.08676566,0.063666228,0.142525928,0.222299639,0.711853879,0.522497689,0.313349228,0.271563036,0.212987886,0.232154732,0.218498872,0.204665761,0.090987771,0.086539172,0.062594698,0.060356492,0.038807115,0.129657067,0.250908329,0.725160405,0.529141585,0.305297314,0.307597171,0.207827863,0.248960419,0.226092462,0.159530627,0.090307134,0.104834622,0.04788015,0.042601206,0.051611969,0.137523358,0.210095546,0.727346405,0.48762514,0.371594656,0.281066057,0.242215189,0.173671161,0.208631675,0.2014191,0.091843299,0.077108176,0.041321357,0.106896157,0.05586107,0.132981009,0.268050896,0.744919954,0.572036478,0.315217685,0.24074394,0.247627533,0.235531458,0.169381693,0.165068628,0.076690705,0.137422818,0.122671637,0.128634789,0.135702688,0.182682761,0.224784554,0.801779428,0.525361093,0.335263827,0.245317554,0.289679891,0.179588228,0.147323484,0.193965976,0.114734996,0.054980273,0.04291149,0.0664588,0.099098031,0.111268356,0.256424226
